Article,Articles référencés
0001189,"['9511030', '9607145', '9608024', '9610236', '9612126', '9704098', '9705046', '9708119', '9712133', '9803117', '9803265', '9804199', '9805080', '9903050', '9904182', '9908096']"
0001190,"['0001083', '9410152', '9410167', '9610237', '9701093', '9704145', '9705160', '9706175', '9707018', '9707134', '9707241', '9709002', '9711200', '9712129', '9802090', '9802109', '9802150', '9802162', '9803145', '9808061', '9903113', '9905050', '9909087', '9910055', '9910056']"
0001191,"['9706214', '9812099']"
0001192,"['0001002', '0001033', '0001082', '9711200', '9802109', '9802150', '9812017', '9901119', '9903190', '9905200', '9905210', '9906064', '9906182', '9907080', '9907209', '9908104', '9909048', '9909053', '9909058', '9909076', '9909127', '9909134', '9909172', '9909205', '9910021', '9910081', '9910090', '9910219', '9911055', '9911164', '9911218', '9911237', '9912018', '9912028', '9912032', '9912186', '9912187', '9912230']"
0001193,"['0001056', '9711200', '9802109', '9802150', '9806217', '9807226', '9810104', '9810126', '9903085', '9903190', '9906052', '9906194', '9909047', '9909070', '9909085', '9909134', '9909152', '9910256', '9912012', '9912018', '9912155']"
0001194,"['9205027', '9305068', '9401133', '9406217', '9512006', '9512180', '9608177', '9707061', '9708074', '9710129', '9710236', '9803116', '9809065', '9811232', '9812034', '9908044', '9910160']"
0001195,"['9703010', '9803207']"
0001196,"['9406083', '9408002', '9909169', '9911032']"
0001197,"['9803235', '9809124', '9903026', '9905210', '9906064', '9906182', '9907209', '9908076', '9908116', '9909134', '9910132', '9911164', '9912012', '9912018', '9912156']"
0001198,"['0001173', '9311183', '9407031', '9506014', '9506135', '9509080', '9509105', '9510017', '9510169', '9601078', '9602070', '9605042', '9607229', '9610192', '9701061', '9708141', '9712186', '9712257', '9811211', '9901099', '9902132', '9908025', '9908036', '9909114', '9910148', '9911229', '9912239']"
0001199,"['9708166', '9801165', '9803231', '9806194', '9809065', '9811245', '9812193', '9901122', '9909030', '9909163', '9909164']"
0001200,"['0001055', '9406032', '9409188', '9503208', '9601038', '9603167', '9606165', '9608024', '9610140', '9612126', '9704151', '9707012', '9707019', '9710230', '9711124', '9711131', '9712230', '9802183', '9803015', '9803194', '9805019', '9805112', '9805170', '9806052', '9806155', '9807235', '9808141', '9811048', '9812226', '9901042', '9903031', '9903123', '9906242', '9907189', '9908166', '9909089', '9909107', '9909108', '9909120', '9910170']"
0001201,"['0001084', '9206084', '9503099', '9511194', '9512077', '9605088', '9606139', '9701125', '9703217', '9704006', '9705038', '9705120', '9707051', '9712185', '9805170', '9810188', '9812135', '9904095', '9908105', '9909154', '9909187', '9910052', '9910053', '9912249']"
0001202,"['9605107', '9611150', '9808042', '9810022', '9810087', '9901099', '9903249', '9909126', '9912092', '9912093', '9912290']"
0001203,"['0001032', '9707040', '9908142', '9909081', '9909176']"
0001204,"['9210015', '9603093', '9711200', '9802109', '9802150', '9803001', '9803002', '9805028', '9806235', '9808020', '9808038', '9808088', '9809145', '9809164', '9809188', '9812062', '9903042', '9904147', '9904191', '9906056', '9911123']"
0001205,"['9507121', '9604089', '9604103', '9605033', '9610234', '9702008', '9706109', '9710206', '9711053', '9711200', '9712074', '9803108', '9803205', '9805144', '9806087', '9807164', '9808060', '9812128', '9903155', '9909094', '9911246']"
0001206,"['0001033', '9301042', '9309097', '9504090', '9510169', '9510209', '9511030', '9602070', '9604034', '9604090', '9605036', '9608194', '9705221', '9711200', '9802109', '9802150', '9802183', '9803235', '9809147', '9905210', '9906064', '9907038', '9909134', '9912058', '9912060', '9912156']"
0001207,"['9603127', '9608024', '9809147', '9906064', '9910132']"
0001208,"['9309097', '9602022', '9603170', '9604030', '9605200', '9607091', '9610162', '9611090', '9612077', '9701023', '9702198', '9703003', '9704097', '9801139', '9808159', '9903104']"
0001209,"['0001002', '0001033', '0001092', '9901081', '9905012', '9905210', '9908076', '9909053', '9909199', '9910132', '9910219', '9911055', '9911165', '9912182', '9912187', '9912232', '9912287']"
0001210,"['9505166', '9706056', '9810246']"
0001211,"['0001003', '0001018', '0001107', '0001166', '0002076', '0004101', '0009136', '9404071', '9708099', '9801152', '9805050', '9906064', '9907209', '9909127', '9909130', '9909205', '9912242', '9912288']"
0001212,"['9505054', '9506048', '9507012', '9509080', '9510209', '9601038', '9602022', '9604129', '9604178', '9604198', '9605049', '9605184', '9606165', '9606169', '9607229', '9701137', '9702061', '9702165', '9703157', '9704059', '9705163', '9706051', '9708040', '9711201', '9712028', '9803076', '9803141', '9803214', '9804026', '9804092', '9804110', '9805112', '9805141', '9805157', '9806008', '9806044', '9806080', '9806091', '9806131', '9806143', '9808048', '9808139', '9809147', '9811193', '9812163', '9902080', '9904007', '9904211', '9905033', '9905159', '9907112', '9907203', '9908016', '9908064', '9908072', '9908130', '9908142', '9909028', '9909072', '9909172', '9910087', '9911021', '9912204']"
0001213,"['9401139', '9504081', '9512062', '9609212', '9611047', '9611174', '9611233', '9612204', '9612222', '9703031', '9704127', '9705053', '9709087', '9711162', '9711165', '9711200', '9712063', '9802042', '9802109', '9802150', '9804163', '9809032', '9810072', '9810179', '9812219', '9902004', '9905014', '9906048', '9906206', '9906232', '9907166', '9907211', '9908010', '9908056', '9908134', '9908141', '9908142', '9909077', '9909081', '9909085', '9909176', '9909215', '9910019', '9910036', '9910092', '9911057', '9911169', '9911183', '9911193', '9912100', '9912140', '9912165', '9912288']"
0001214,"['9503124', '9504140', '9609086', '9705162', '9708001', '9712004', '9712068', '9804087', '9809113', '9811143', '9903234', '9904137', '9909143']"
0001215,"['0001027', '0001182', '9612084', '9903077', '9903107', '9903187', '9907114', '9908056', '9908142', '9911098', '9912072', '9912075', '9912094', '9912140', '9912153', '9912158']"
0001216,"['9406217', '9607227', '9608177', '9610148', '9610249', '9611008', '9611159', '9611173', '9701008', '9701149', '9701166', '9702008', '9703127', '9707061', '9708003', '9711203', '9809121', '9809190', '9811130', '9811145', '9811232', '9811244', '9812051', '9901003', '9906142', '9912051', '9912076', '9912222', '9912226', '9912264', '9912292']"
0001217,"['0001062', '9202046', '9207111', '9303017', '9310008', '9407049', '9810187', '9812061']"
0001218,"['0001032', '0001111', '0001203', '9711162', '9908142', '9909081', '9909139', '9909176', '9910138', '9912036']"
0001219,"['9402044', '9407087', '9408099', '9411149', '9507013', '9509066', '9603206', '9702094', '9704114', '9801146', '9801157', '9803146', '9808114']"
0001220,['9205092']
0001221,"['9209005', '9210149', '9405055', '9607233', '9703121', '9705198', '9810106', '9904139']"
0001222,"['9201006', '9210060', '9412213', '9505085', '9508175', '9603190', '9608190', '9711140', '9902008']"
0002001,"['9510135', '9610043', '9808064', '9908142']"
0002002,"['9408074', '9508072', '9601029', '9602043', '9611137', '9611164', '9611202', '9702099', '9703217', '9704089', '9707179', '9711200', '9804085', '9805191', '9808168', '9809039', '9810210', '9812073', '9902059', '9903224', '9907095', '9907144', '9909088', '9909101', '9910111', '9910126', '9912067']"
0002003,"['9710147', '9802105', '9804004', '9805094', '9806084', '9809149', '9810067', '9902141', '9903168', '9905079']"
0002004,"['0001025', '9210062', '9301042', '9301043', '9304045', '9308005', '9309097', '9311042', '9404060', '9404186', '9409110', '9411234', '9504090', '9510227', '9512016', '9606040', '9606112', '9612181', '9711013', '9804131', '9807087', '9906046', '9906200', '9907013', '9908135', '9910170']"
0002006,"['0001143', '9211056', '9212153', '9308068', '9310118', '9412184', '9506131', '9707176', '9710046', '9711181', '9810070', '9904174', '9905111', '9906064', '9910116']"
0002007,"['9202036', '9307013', '9503063', '9602108', '9607203', '9706207', '9711200', '9804177', '9810230', '9812034', '9904217', '9907191', '9908044', '9908202', '9910022', '9910028', '9910160', '9911001', '9911066']"
0002008,"['0001035', '0001072', '9610134', '9611100', '9701008', '9707044', '9711200', '9802109', '9802150', '9805028', '9805217', '9806095', '9806140', '9807206', '9808020', '9808038', '9808088', '9811106', '9901030', '9902046', '9902098', '9902180', '9904104', '9905032', '9905111', '9905112', '9906013', '9906118', '9906195', '9906217', '9907200', '9908041', '9908114', '9912284']"
0002009,"['9211103', '9211104', '9503124', '9507048', '9511047', '9607122', '9608061', '9610043', '9611042', '9611202', '9612115', '9701025', '9702187', '9703030', '9705128', '9706130', '9708034', '9710191', '9712130', '9712148', '9801182', '9808191', '9903166', '9904009', '9906248', '9911068', '9912137']"
0002010,"['9401039', '9504025', '9510151', '9610023', '9806038', '9903248']"
0002011,"['9307122', '9403040', '9407031', '9410052', '9502106', '9510182', '9510200', '9512077', '9602064', '9602077', '9603194', '9604065', '9604198', '9605033', '9608024', '9610148', '9610249', '9611173', '9701093', '9704145', '9707126', '9707222', '9708062', '9709058', '9710151', '9710206', '9711200', '9712117', '9802068', '9804009', '9804176', '9807033', '9809100', '9901128', '9903010', '9903210', '9903232', '9905111', '9905173', '9906239', '9907214', '9908105', '9908142']"
0002012,"['9505054', '9510225', '9512053', '9601108', '9602022', '9602114', '9603003', '9603150', '9603161', '9605131', '9605200', '9606008', '9606086', '9609017', '9611137', '9701162', '9702198', '9705104', '9707049', '9708117', '9710065', '9805056', '9805189', '9805206', '9806094', '9807170', '9811217', '9907189']"
0002013,"['9711178', '9903243', '9905062', '9906141']"
0002014,"['9610113', '9702089', '9705151', '9707067', '9804142', '9811071', '9904160']"
0002015,"['9209052', '9405029', '9507132', '9910254']"
0002016,"['9410167', '9503124', '9506126', '9508143', '9508154', '9510086', '9510135', '9510209', '9512062', '9512077', '9602115', '9608024', '9610043', '9610236', '9611042', '9611164', '9611202', '9611203', '9612115', '9702101', '9702136', '9702187', '9702203', '9703030', '9703077', '9703102', '9704029', '9704080', '9704197', '9705046', '9705057', '9705091', '9705116', '9705117', '9705190', '9706027', '9706072', '9707228', '9708063', '9708119', '9709044', '9709087', '9709091', '9709122', '9709199', '9709220', '9710009', '9710174', '9710178', '9710231', '9711031', '9711037', '9711078', '9711107', '9711162', '9711165', '9711200', '9712013', '9712072', '9712077', '9712105', '9712133', '9712159', '9712185', '9712201', '9712223', '9801120', '9801182', '9802187', '9803031', '9803191', '9803209', '9803265', '9804067', '9805018', '9806028', '9806066', '9806108', '9807060', '9807182', '9808183', '9808188', '9809039', '9809070', '9809103', '9810021', '9810075', '9811037', '9812239', '9901079', '9902051', '9903022', '9903049', '9903165', '9904095', '9904182', '9905183', '9908096', '9908142', '9909028', '9910001', '9910052', '9910053', '9911068']"
0002017,"['9209032', '9306048', '9510017', '9511043', '9702021', '9708097', '9711162', '9806048']"
0002019,"['9204099', '9807169', '9808045', '9810070', '9902090', '9909226', '9912259']"
0002020,"['0001135', '0001218', '9510017', '9708147', '9709027', '9710007', '9710097', '9710181', '9711162', '9711165', '9711205', '9905162', '9908142', '9909139']"
0002021,"['9210045', '9401153', '9407056', '9501052', '9501097', '9502116', '9505160', '9510017', '9510135', '9603081', '9603127', '9604196', '9607049', '9607201', '9611050', '9612115', '9702201', '9703136', '9704080', '9708130', '9710231', '9711102', '9711200', '9801182', '9802051', '9802109', '9802150', '9803046', '9806231', '9812190', '9904125', '9905111', '9905198', '9907146']"
0002022,"['9412177', '9712229']"
0002023,"['9710230', '9711162', '9803194', '9805019', '9805170', '9808141', '9810188', '9907189', '9908142', '9909089', '9912279']"
0002024,"['9703010', '9805174', '9810228', '9812005']"
0002025,"['9410093', '9602054', '9711200', '9802109', '9802150', '9808006', '9811152', '9811257', '9902042', '9903196', '9905049', '9905104', '9905111', '9911222']"
0002026,"['9209062', '9301122', '9403143', '9502030', '9502031', '9504015', '9510201', '9801107']"
0002027,"['9209048', '9505186', '9610234', '9710206', '9803205', '9810188', '9907189', '9912086', '9912279']"
0002028,"['0001071', '9707207', '9711181', '9711200', '9802109', '9802150', '9804035', '9804058', '9804083', '9805105', '9808006', '9809179', '9810051', '9901121', '9901144', '9903196', '9903214', '9905075', '9905096', '9905111', '9905221', '9906064', '9906168', '9909099', '9909121', '9909203', '9910116', '9910252', '9911180', '9911238', '9912002', '9912132']"
0002029,"['0001216', '0002016', '9503124', '9504025', '9506035', '9509141', '9510152', '9602022', '9606090', '9607112', '9607185', '9607227', '9608177', '9610043', '9610148', '9610249', '9611050', '9611159', '9611173', '9612080', '9612121', '9701125', '9701127', '9703214', '9705093', '9705118', '9706148', '9708064', '9710136', '9710180', '9711203', '9712004', '9712103', '9712130', '9802032', '9807199', '9810081', '9901027', '9901104', '9905218', '9906142', '9907109', '9908105', '9911068', '9911150', '9911221', '9912206']"
0002030,"['9610148', '9610249', '9611159', '9611173', '9612080', '9612153', '9701127', '9702163', '9711200', '9801206', '9802032', '9802150', '9805028', '9805112', '9805217', '9806095', '9807179', '9808038', '9808088', '9809145', '9809164', '9809213', '9810024', '9810092', '9812062', '9901060', '9902197', '9903157', '9905118', '9906142', '9906210', '9907022', '9909143', '9912076']"
0002031,"['9301052', '9409089', '9711200', '9802150', '9803002', '9803131', '9805143', '9809057', '9811056', '9904191', '9907003', '9908109', '9910082']"
0002032,"['9407190', '9604123', '9711200', '9712256', '9712258', '9804166', '9805208', '9806024', '9806104', '9806194', '9812027', '9812046', '9812100', '9902209', '9903219', '9910205']"
0002033,"['9905012', '9910219', '9911055', '9912118']"
0002034,"['0005245', '0008123', '0009110', '0103195', '9301114', '9307174', '9310032', '9312114', '9402077', '9403074', '9403164', '9403171', '9405190', '9406199', '9410138', '9410141', '9411122', '9412195', '9501137', '9503225', '9506019', '9507159', '9508017', '9510240', '9511046', '9511128', '9512073', '9512086', '9512108', '9601128', '9602012', '9602156', '9604114', '9604125', '9604192', '9605030', '9609040', '9609236', '9610012', '9611019', '9611038', '9612117', '9701028', '9702082', '9704094', '9704202', '9705088', '9705129', '9707094', '9708124', '9709060', '9710145', '9712038', '9801124', '9802064', '9802196', '9803056', '9803173', '9809004', '9809020', '9809023', '9810104', '9810117', '9811055', '9811151', '9901063', '9902064', '9905206', '9906166', '9907027', '9908043', '9908062', '9910058', '9910256', '9912215']"
0002035,"['9307121', '9410104', '9410167', '9501068', '9503124', '9506126', '9602140', '9603142', '9608082', '9704145', '9710119', '9710210', '9711048', '9711055', '9711200', '9801132', '9805083', '9806106', '9806140', '9903057', '9903111', '9903124', '9909099', '9911158']"
